Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 100 Hz
Time (s)	Voltage (V)
2.83	3.056640625
2.839996	2.7783203125
2.849996	2.59765625
2.860004	2.431640625
2.869996	2.3779296875
2.880004	2.4462890625
2.890004	2.578125
2.900004	2.8173828125
2.909996	3.046875
2.920004	3.2763671875
2.930004	3.466796875
2.940004	3.544921875
2.949996	3.57421875
2.959996	3.4423828125
2.969996	3.2958984375
2.979996	3.0419921875
2.989996	2.83203125
2.999996	2.607421875
3.009996	2.4609375
3.019996	2.412109375
3.029996	2.4609375
3.039996	2.6025390625
3.049996	2.802734375
3.059996	3.02734375
3.069996	3.251953125
3.079996	3.4375
3.089996	3.525390625
3.099996	3.5302734375
3.109996	3.447265625
3.119996	3.2568359375
3.129996	3.0712890625
3.139996	2.822265625
3.149996	2.6416015625
3.16	2.4755859375
3.169996	2.44140625
3.180004	2.4658203125
3.190004	2.6171875
3.200004	2.79296875
3.209996	3.0078125
3.220004	3.2421875
3.230004	3.3984375
3.240004	3.5009765625
3.249996	3.505859375
3.259996	3.4375
3.269996	3.2958984375
3.279996	3.06640625
3.289996	2.880859375
3.299996	2.6416015625
3.309996	2.529296875
3.319996	2.44140625
3.329996	2.4951171875
3.339996	2.6025390625
3.349996	2.79296875
3.359996	3.0029296875
3.370004	3.1884765625
3.379996	3.388671875
3.389996	3.4814453125
3.399996	3.4912109375
3.410004	3.4228515625
3.419996	3.2861328125
3.429996	3.0859375
3.439996	2.880859375
3.449996	2.685546875
3.459996	2.5341796875
3.47	2.4853515625
3.479996	2.5
3.489996	2.6171875
3.500004	2.7734375
3.509996	3.0029296875
3.520004	3.1591796875
3.530004	3.3740234375
3.540004	3.4521484375
3.549996	3.4619140625
3.560004	3.4228515625
3.570004	3.2666015625
3.580004	3.0908203125
3.589996	2.8857421875
3.599996	2.7099609375
3.609996	2.568359375
3.619996	2.4853515625
3.629996	2.529296875
3.639996	2.6025390625
3.649996	2.79296875
3.659996	2.9541015625
3.669996	3.1591796875
3.679996	3.3203125
3.689996	3.4521484375
3.699996	3.4716796875
3.709996	3.3935546875
3.719996	3.28125
3.729996	3.0859375
3.739996	2.9052734375
3.749996	2.724609375
3.759996	2.587890625
3.769996	2.529296875
3.779996	2.5341796875
3.789996	2.63671875
3.8	2.7685546875
3.809996	2.96875
3.820004	3.125
3.830004	3.3056640625
3.840004	3.408203125
3.849996	3.447265625
3.860004	3.3935546875
3.870004	3.2861328125
3.880004	3.10546875
3.889996	2.919921875
3.899996	2.7490234375
3.909996	2.6123046875
3.919996	2.5439453125
3.929996	2.5439453125
3.939996	2.6318359375
3.949996	2.7734375
3.959996	2.9443359375
3.969996	3.1396484375
3.979996	3.2666015625
3.989996	3.4130859375
3.999996	3.4130859375
4.010004	3.3935546875
4.019996	3.271484375
4.029996	3.115234375
4.039996	2.9443359375
4.050004	2.7490234375
4.059996	2.63671875
4.069996	2.5537109375
4.079996	2.5634765625
4.089996	2.63671875
4.099996	2.7685546875
4.11	2.958984375
4.119996	3.1103515625
4.129996	3.2763671875
4.140004	3.359375
4.149996	3.427734375
4.160004	3.359375
4.170004	3.28125
4.180004	3.10546875
4.189996	2.9541015625
4.200004	2.783203125
4.210004	2.6416015625
4.220004	2.5732421875
4.229996	2.5732421875
4.239996	2.646484375
4.249996	2.763671875
4.259996	2.939453125
4.269996	3.095703125
4.279996	3.26171875
4.289996	3.3642578125
4.299996	3.37890625
4.309996	3.37890625
4.319996	3.2470703125
4.329996	3.125
4.339996	2.94921875
4.349996	2.8173828125
4.359996	2.6611328125
4.369996	2.607421875
4.379996	2.5927734375
4.389996	2.646484375
4.399996	2.7685546875
4.409996	2.9296875
4.419996	3.0908203125
4.429996	3.2373046875
4.44	3.3349609375
4.449996	3.3935546875
4.460004	3.3544921875
4.470004	3.28125
4.480004	3.1103515625
4.489996	2.9736328125
4.500004	2.8076171875
4.510004	2.6904296875
4.520004	2.6025390625
4.529996	2.6123046875
4.539996	2.6611328125
4.549996	2.763671875
4.559996	2.919921875
4.569996	3.06640625
4.579996	3.203125
4.589996	3.3154296875
4.599996	3.369140625
4.609996	3.349609375
4.619996	3.2666015625
4.629996	3.1298828125
4.639996	2.96875
4.650004	2.841796875
4.659996	2.685546875
4.669996	2.63671875
4.679996	2.607421875
4.690004	2.6708984375
4.699996	2.7685546875
4.709996	2.9248046875
4.719996	3.06640625
4.729996	3.193359375
4.739996	3.3056640625
4.75	3.3447265625
4.759996	3.3251953125
4.769996	3.26171875
4.780004	3.125
4.789996	2.998046875
4.800004	2.822265625
4.810004	2.724609375
4.820004	2.626953125
4.829996	2.63671875
4.840004	2.65625
4.850004	2.7783203125
4.860004	2.9052734375
4.869996	3.0712890625
4.879996	3.18359375
4.889996	3.271484375
4.899996	3.33984375
4.909996	3.3154296875
4.919996	3.2568359375
4.929996	3.1201171875
4.939996	3.0029296875
4.949996	2.861328125
4.959996	2.734375
4.969996	2.6611328125
4.979996	2.626953125
4.989996	2.685546875
4.999996	2.763671875
5.009996	2.9150390625
5.019996	3.037109375
5.029996	3.173828125
5.039996	3.2763671875
5.049996	3.330078125
5.059996	3.3203125
5.069996	3.2421875
5.08	3.1396484375
5.089996	2.98828125
5.100004	2.8662109375
5.110004	2.744140625
5.120004	2.666015625
5.129996	2.6611328125
5.140004	2.67578125
5.150004	2.783203125
5.160004	2.8857421875
5.169996	3.046875
5.179996	3.14453125
5.189996	3.2666015625
5.199996	3.310546875
5.209996	3.310546875
5.219996	3.2470703125
5.229996	3.125
5.239996	3.0078125
5.249996	2.87109375
5.259996	2.75390625
5.269996	2.6806640625
5.279996	2.65625
5.290004	2.6953125
5.299996	2.7783203125
5.309996	2.91015625
5.319996	3.0126953125
5.330004	3.1591796875
5.339996	3.2421875
5.349996	3.3056640625
5.359996	3.2861328125
5.369996	3.251953125
5.379996	3.1396484375
5.39	3.0029296875
5.399996	2.8857421875
5.409996	2.763671875
5.420004	2.6953125
5.429996	2.6611328125
5.440004	2.7001953125
5.450004	2.783203125
5.460004	2.900390625
5.469996	3.02734375
5.480004	3.125
5.490004	3.2568359375
5.500004	3.271484375
5.509996	3.2958984375
5.519996	3.22265625
5.529996	3.1494140625
5.539996	3.017578125
5.549996	2.900390625
5.559996	2.7880859375
5.569996	2.705078125
5.579996	2.685546875
5.589996	2.7001953125
5.599996	2.783203125
5.609996	2.900390625
5.619996	3.0126953125
5.629996	3.1396484375
5.639996	3.212890625
5.649996	3.291015625
5.659996	3.271484375
5.669996	3.232421875
5.679996	3.1201171875
5.689996	3.02734375
5.699996	2.8955078125
5.709996	2.802734375
5.72	2.724609375
5.729996	2.6806640625
5.740004	2.71484375
5.750004	2.7783203125
5.760004	2.900390625
5.769996	2.998046875
5.780004	3.125
5.790004	3.212890625
5.800004	3.2763671875
5.809996	3.291015625
5.819996	3.2080078125
5.829996	3.1396484375
5.839996	3.0029296875
5.849996	2.9150390625
5.859996	2.802734375
5.869996	2.734375
5.879996	2.7001953125
5.889996	2.724609375
5.899996	2.79296875
5.909996	2.880859375
5.919996	3.0029296875
5.930004	3.10546875
5.939996	3.1982421875
5.949996	3.2568359375
5.959996	3.271484375
5.970004	3.232421875
5.979996	3.1201171875
5.989996	3.037109375
5.999996	2.8955078125
6.009996	2.822265625
6.019996	2.734375
6.03	2.71484375
6.039996	2.7197265625
6.049996	2.802734375
6.060004	2.8857421875
6.069996	2.98828125
6.080004	3.10546875
6.090004	3.1884765625
6.100004	3.251953125
6.109996	3.2568359375
6.120004	3.22265625
6.130004	3.1396484375
6.140004	3.0322265625
6.149996	2.9248046875
6.159996	2.8076171875
6.169996	2.7490234375
6.179996	2.705078125
6.189996	2.7392578125
6.199996	2.783203125
6.209996	2.900390625
6.219996	2.9931640625
6.229996	3.0908203125
6.239996	3.18359375
6.249996	3.2373046875
6.259996	3.2568359375
6.269996	3.203125
6.279996	3.134765625
6.289996	3.037109375
6.299996	2.9296875
6.309996	2.841796875
6.319996	2.734375
6.329996	2.7294921875
6.339996	2.724609375
6.349996	2.802734375
6.36	2.8759765625
6.369996	3.0029296875
6.380004	3.0859375
6.390004	3.1787109375
6.400004	3.2373046875
6.409996	3.2421875
6.420004	3.1982421875
6.430004	3.1201171875
6.440004	3.037109375
6.449996	2.9345703125
6.459996	2.841796875
6.469996	2.7734375
6.479996	2.734375
6.489996	2.7490234375
6.499996	2.783203125
6.509996	2.890625
6.519996	2.9736328125
6.529996	3.095703125
6.539996	3.154296875
6.549996	3.232421875
6.559996	3.2421875
6.570004	3.1884765625
6.579996	3.1298828125
6.589996	3.037109375
6.599996	2.94921875
6.610004	2.8369140625
6.619996	2.7734375
6.629996	2.7392578125
6.639996	2.7490234375
6.649996	2.8125
6.659996	2.87109375
6.67	2.9931640625
6.679996	3.0615234375
6.689996	3.1640625
6.700004	3.1982421875
6.709996	3.2373046875
6.720004	3.1982421875
6.730004	3.134765625
6.740004	3.0419921875
6.749996	2.9345703125
6.760004	2.8515625
6.770004	2.7783203125
6.780004	2.7490234375
6.789996	2.75390625
6.799996	2.8076171875
6.809996	2.890625
6.819996	2.96875
6.829996	3.0859375
6.839996	3.1298828125
6.849996	3.203125
6.859996	3.212890625
6.869996	3.203125
6.879996	3.1201171875
6.889996	3.056640625
6.899996	2.94921875
6.909996	2.8564453125
6.919996	2.79296875
6.929996	2.744140625
6.939996	2.7587890625
6.949996	2.8076171875
6.959996	2.8857421875
6.969996	2.978515625
6.979996	3.0615234375
6.989996	3.154296875
7.0	3.18359375
7.009996	3.22265625
7.020004	3.173828125
7.030004	3.134765625
7.040004	3.046875
7.049996	2.9638671875
7.060004	2.861328125
7.070004	2.8076171875
7.080004	2.75390625
7.089996	2.75390625
7.099996	2.8173828125
7.109996	2.8759765625
7.119996	2.978515625
7.129996	3.06640625
7.139996	3.134765625
7.149996	3.203125
7.159996	3.1884765625
7.169996	3.1884765625
7.179996	3.115234375
7.189996	3.056640625
7.199996	2.9443359375
7.210004	2.880859375
7.219996	2.802734375
7.229996	2.7783203125
7.239996	2.7685546875
7.250004	2.8076171875
7.259996	2.880859375
7.269996	2.9638671875
7.279996	3.056640625
7.289996	3.1201171875
7.299996	3.18359375
7.31	3.2080078125
7.319996	3.18359375
7.329996	3.1396484375
7.340004	3.0419921875
7.349996	2.96875
7.360004	2.8662109375
7.370004	2.822265625
7.380004	2.7587890625
7.389996	2.7783203125
7.400004	2.8173828125
7.410004	2.8759765625
7.420004	2.96875
7.429996	3.046875
7.439996	3.125
7.449996	3.1640625
7.459996	3.1982421875
7.469996	3.173828125
7.479996	3.1201171875
7.489996	3.0615234375
7.499996	2.94921875
7.509996	2.890625
7.519996	2.802734375
7.529996	2.7880859375
7.539996	2.7685546875
7.549996	2.8271484375
7.559996	2.880859375
7.569996	2.9736328125
7.579996	3.0517578125
7.589996	3.115234375
7.599996	3.1640625
7.609996	3.1787109375
7.619996	3.173828125
7.629996	3.1201171875
7.64	3.056640625
7.649996	2.978515625
7.660004	2.8759765625
7.670004	2.83203125
7.680004	2.7734375
7.689996	2.79296875
7.700004	2.8076171875
7.710004	2.890625
7.720004	2.958984375
7.729996	3.056640625
7.739996	3.1201171875
7.749996	3.154296875
7.759996	3.1884765625
7.769996	3.1640625
7.779996	3.1201171875
7.789996	3.0517578125
7.799996	2.9736328125
7.809996	2.900390625
7.819996	2.83203125
7.829996	2.7978515625
7.839996	2.7783203125
7.850004	2.8271484375
7.859996	2.8662109375
7.869996	2.96875
7.879996	3.037109375
7.890004	3.1201171875
7.899996	3.1591796875
7.909996	3.18359375
7.919996	3.1689453125
7.929996	3.1103515625
7.939996	3.056640625
7.95	2.96875
7.959996	2.8955078125
7.969996	2.83203125
7.980004	2.802734375
7.989996	2.802734375
8.000004	2.8076171875
8.010004	2.890625
8.020004	2.9443359375
8.029996	3.046875
8.040004	3.1005859375
8.050004	3.1591796875
8.060004	3.1640625
8.069996	3.1689453125
8.079996	3.1201171875
8.089996	3.046875
8.099996	2.9833984375
8.109996	2.8955078125
8.119996	2.841796875
8.129996	2.802734375
8.139996	2.802734375
8.149996	2.8369140625
8.159996	2.8857421875
8.169996	2.96875
8.179996	3.017578125
8.189996	3.10546875
8.199996	3.1298828125
8.209996	3.1787109375
8.219996	3.14453125
8.229996	3.1298828125
8.239996	3.0615234375
8.249996	2.9736328125
8.259996	2.9052734375
8.269996	2.8369140625
8.28	2.8125
8.289996	2.7978515625
8.300004	2.83203125
8.310004	2.880859375
8.320004	2.9638671875
8.329996	3.037109375
8.340004	3.0859375
8.350004	3.1494140625
8.360004	3.14453125
8.369996	3.1640625
8.379996	3.1005859375
8.389996	3.06640625
8.399996	2.9833984375
8.409996	2.9150390625
8.419996	2.8564453125
8.429996	2.8076171875
8.439996	2.8125
8.449996	2.8271484375
8.459996	2.880859375
8.469996	2.958984375
8.479996	3.02734375
8.490004	3.10546875
8.499996	3.1298828125
8.509996	3.1640625
8.519996	3.1298828125
8.530004	3.1103515625
8.539996	3.0517578125
8.549996	2.9931640625
8.559996	2.900390625
8.569996	2.861328125
8.579996	2.822265625
8.59	2.8076171875
8.599996	2.8369140625
8.609996	2.880859375
8.620004	2.958984375
8.629996	3.017578125
8.640004	3.0908203125
8.650004	3.134765625
8.660004	3.1494140625
8.669996	3.1591796875
8.680004	3.0908203125
8.690004	3.0712890625
8.700004	2.9736328125
8.709996	2.919921875
8.719996	2.8515625
8.729996	2.83203125
8.739996	2.8173828125
8.749996	2.8466796875
8.759996	2.8857421875
8.769996	2.9443359375
8.779996	3.0126953125
8.789996	3.0810546875
8.799996	3.1298828125
8.809996	3.1494140625
8.819996	3.14453125
8.829996	3.1103515625
8.839996	3.0419921875
8.849996	3.0029296875
8.859996	2.900390625
8.869996	2.8662109375
8.879996	2.8125
8.889996	2.8271484375
8.899996	2.83203125
8.909996	2.890625
8.92	2.9541015625
8.929996	3.0078125
8.940004	3.0859375
8.950004	3.1201171875
8.960004	3.14453125
8.969996	3.1396484375
8.980004	3.10546875
8.990004	3.06640625
9.000004	2.9931640625
9.009996	2.9248046875
9.019996	2.8466796875
9.029996	2.8369140625
9.039996	2.8076171875
9.049996	2.8515625
9.059996	2.880859375
9.069996	2.958984375
9.079996	3.017578125
9.089996	3.06640625
9.099996	3.125
9.109996	3.134765625
9.119996	3.134765625
9.130004	3.095703125
9.139996	3.0615234375
9.149996	2.998046875
9.159996	2.919921875
9.170004	2.880859375
9.179996	2.8271484375
9.189996	2.83203125
9.199996	2.8271484375
9.209996	2.8955078125
9.219996	2.9345703125
9.23	3.017578125
9.239996	3.06640625
9.249996	3.1298828125
9.260004	3.1396484375
9.269996	3.1298828125
9.280004	3.1103515625
9.290004	3.0517578125
9.300004	3.0029296875
9.309996	2.9296875
9.320004	2.8759765625
9.330004	2.841796875
9.340004	2.83203125
9.349996	2.8515625
9.359996	2.8759765625
9.369996	2.958984375
9.379996	2.998046875
9.389996	3.076171875
9.399996	3.10546875
9.409996	3.1396484375
9.419996	3.134765625
9.429996	3.095703125
9.439996	3.06640625
9.449996	2.98828125
9.459996	2.9345703125
9.469996	2.8759765625
9.479996	2.8369140625
9.489996	2.83203125
9.499996	2.8564453125
9.509996	2.900390625
9.519996	2.9345703125
9.529996	3.017578125
9.539996	3.0517578125
9.549996	3.115234375
9.56	3.1201171875
9.569996	3.14453125
9.580004	3.1005859375
9.590004	3.076171875
9.600004	3.0029296875
9.609996	2.9248046875
9.620004	2.880859375
9.630004	2.8369140625
9.640004	2.83203125
9.649996	2.8466796875
9.659996	2.8955078125
9.669996	2.958984375
9.679996	2.98828125
9.689996	3.076171875
9.699996	3.095703125
9.709996	3.1396484375
9.719996	3.1103515625
9.729996	3.1103515625
9.739996	3.056640625
9.749996	3.0078125
9.759996	2.94921875
9.770004	2.8759765625
9.779996	2.8515625
9.789996	2.8271484375
9.799996	2.8564453125
9.810004	2.890625
9.819996	2.9443359375
9.829996	3.0126953125
9.839996	3.0615234375
9.849996	3.1103515625
9.859996	3.1103515625
9.87	3.134765625
9.879996	3.0859375
9.889996	3.076171875
9.900004	2.9931640625
9.909996	2.94921875
9.920004	2.890625
9.930004	2.8564453125
9.940004	2.8369140625
9.949996	2.8466796875
9.960004	2.8955078125
9.970004	2.939453125
9.980004	3.0029296875
9.989996	3.0615234375
9.999996	3.10546875
10.009996	3.134765625
10.019996	3.10546875
10.029996	3.10546875
10.039996	3.046875
10.049996	3.0126953125
10.059996	2.9296875
10.069996	2.9052734375
10.079996	2.8515625
10.089996	2.8466796875
10.099996	2.861328125
10.109996	2.890625
10.119996	2.9443359375
10.129996	2.998046875
10.139996	3.0615234375
10.149996	3.095703125
10.159996	3.125
10.169996	3.1298828125
10.179996	3.095703125
10.189996	3.0712890625
10.2	2.9931640625
10.209996	2.958984375
10.220004	2.8857421875
10.230004	2.87109375
10.240004	2.8369140625
10.249996	2.8662109375
10.260004	2.900390625
10.270004	2.9345703125
10.280004	2.998046875
10.289996	3.046875
10.299996	3.095703125
10.309996	3.115234375
10.319996	3.1201171875
10.329996	3.0908203125
10.339996	3.06640625
10.349996	3.0126953125
10.359996	2.9345703125
10.369996	2.91015625
10.379996	2.8466796875
10.389996	2.8564453125
10.399996	2.8466796875
10.410004	2.9052734375
10.419996	2.9443359375
10.429996	3.0078125
10.439996	3.0517578125
10.450004	3.0810546875
10.459996	3.1201171875
10.469996	3.115234375
10.479996	3.0908203125
10.489996	3.056640625
10.499996	3.0078125
10.51	2.958984375
10.519996	2.890625
10.529996	2.87109375
10.540004	2.8369140625
10.549996	2.87109375
10.560004	2.8857421875
