Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 100 Hz
Time (s)	Voltage (V)
4.639996	3.447265625
4.649996	3.4912109375
4.659996	3.4765625
4.67	3.4521484375
4.679996	3.3935546875
4.689996	3.310546875
4.699996	3.2080078125
4.709996	3.056640625
4.719996	2.9541015625
4.729996	2.802734375
4.739996	2.6806640625
4.749996	2.568359375
4.76	2.48046875
4.769996	2.4169921875
4.779996	2.3681640625
4.789996	2.3779296875
4.799996	2.392578125
4.810004	2.4755859375
4.820004	2.548828125
4.830004	2.6611328125
4.839996	2.783203125
4.85	2.9150390625
4.859996	3.046875
4.870004	3.1494140625
4.879996	3.2763671875
4.889996	3.3447265625
4.900004	3.4228515625
4.910004	3.447265625
4.920004	3.466796875
4.929996	3.447265625
4.940004	3.3984375
4.950004	3.3203125
4.960004	3.203125
4.969996	3.10546875
4.979996	2.9736328125
4.989996	2.8515625
4.999996	2.7197265625
5.01	2.626953125
5.019996	2.529296875
5.029996	2.4462890625
5.039996	2.4169921875
5.049996	2.3876953125
5.059996	2.4169921875
5.069996	2.4609375
5.079996	2.548828125
5.090004	2.6318359375
5.099996	2.7490234375
5.109996	2.8759765625
5.119996	2.978515625
5.130004	3.115234375
5.139996	3.212890625
5.149996	3.3203125
5.159996	3.369140625
5.170004	3.4228515625
5.179996	3.4375
5.189996	3.4326171875
5.199996	3.3935546875
5.210004	3.310546875
5.220004	3.2421875
5.229996	3.1201171875
5.240004	3.017578125
5.250004	2.890625
5.260004	2.7783203125
5.269996	2.6708984375
5.279996	2.578125
5.289996	2.5048828125
5.299996	2.431640625
5.31	2.421875
5.319996	2.4267578125
5.329996	2.4755859375
5.339996	2.529296875
5.349996	2.626953125
5.359996	2.7294921875
5.369996	2.822265625
5.379996	2.958984375
5.389996	3.056640625
5.4	3.18359375
5.409996	3.2568359375
5.419996	3.349609375
5.429996	3.3935546875
5.439996	3.41796875
5.450004	3.41796875
5.460004	3.3642578125
5.470004	3.330078125
5.479996	3.2421875
5.49	3.1591796875
5.499996	3.0322265625
5.510004	2.9443359375
5.519996	2.822265625
5.529996	2.7099609375
5.540004	2.6171875
5.550004	2.5244140625
5.560004	2.48046875
5.569996	2.44140625
5.580004	2.451171875
5.590004	2.470703125
5.600004	2.529296875
5.609996	2.6171875
5.619996	2.6806640625
5.629996	2.8076171875
5.639996	2.9052734375
5.65	3.037109375
5.659996	3.1298828125
5.669996	3.232421875
5.679996	3.3056640625
5.689996	3.359375
5.699996	3.3935546875
5.709996	3.3837890625
5.719996	3.369140625
5.730004	3.3154296875
5.739996	3.2666015625
5.749996	3.1689453125
5.759996	3.076171875
5.770004	2.9736328125
5.779996	2.8515625
5.789996	2.75390625
5.799996	2.6416015625
5.810004	2.578125
5.819996	2.5
5.829996	2.4853515625
5.839996	2.4609375
5.850004	2.490234375
5.860004	2.5341796875
5.869996	2.5927734375
5.880004	2.685546875
5.890004	2.7783203125
5.900004	2.890625
5.909996	2.98828125
5.919996	3.1005859375
5.929996	3.1884765625
5.939996	3.2763671875
5.95	3.3349609375
5.959996	3.349609375
5.969996	3.3740234375
5.979996	3.349609375
5.989996	3.3349609375
5.999996	3.2568359375
6.009996	3.1982421875
6.019996	3.1005859375
6.029996	3.0078125
6.04	2.8955078125
6.049996	2.7734375
6.059996	2.6904296875
6.069996	2.6123046875
6.079996	2.548828125
6.090004	2.5048828125
6.100004	2.4853515625
6.110004	2.5048828125
6.119996	2.5390625
6.13	2.5927734375
6.139996	2.6513671875
6.150004	2.7587890625
6.159996	2.841796875
6.169996	2.96875
6.180004	3.056640625
6.190004	3.1591796875
6.200004	3.2421875
6.209996	3.2861328125
6.220004	3.33984375
6.230004	3.3447265625
6.240004	3.3544921875
6.249996	3.3154296875
6.259996	3.271484375
6.269996	3.203125
6.279996	3.1201171875
6.29	3.0322265625
6.299996	2.91015625
6.309996	2.822265625
6.319996	2.7099609375
6.329996	2.6513671875
6.339996	2.568359375
6.349996	2.5341796875
6.359996	2.509765625
6.370004	2.5146484375
6.379996	2.5390625
6.389996	2.5732421875
6.399996	2.666015625
6.410004	2.7294921875
6.419996	2.83203125
6.429996	2.9248046875
6.439996	3.037109375
6.450004	3.1298828125
6.459996	3.1884765625
6.469996	3.2763671875
6.479996	3.3056640625
6.490004	3.3447265625
6.500004	3.3251953125
6.509996	3.3251953125
6.520004	3.2666015625
6.530004	3.2177734375
6.540004	3.1396484375
6.549996	3.0322265625
6.559996	2.9541015625
6.569996	2.8369140625
6.579996	2.7685546875
6.59	2.666015625
6.599996	2.6171875
6.609996	2.5634765625
6.619996	2.5390625
6.629996	2.529296875
6.639996	2.5341796875
6.649996	2.5927734375
6.659996	2.6416015625
6.669996	2.7294921875
6.68	2.8076171875
6.689996	2.91015625
6.699996	3.0126953125
6.709996	3.095703125
6.719996	3.173828125
6.730004	3.232421875
6.740004	3.291015625
6.750004	3.310546875
6.759996	3.3251953125
6.77	3.3056640625
6.779996	3.28125
6.790004	3.2275390625
6.799996	3.134765625
6.809996	3.06640625
6.820004	2.9638671875
6.830004	2.8857421875
6.840004	2.7783203125
6.849996	2.705078125
6.860004	2.6416015625
6.870004	2.587890625
6.880004	2.55859375
6.889996	2.5341796875
6.899996	2.55859375
6.909996	2.5830078125
6.919996	2.6513671875
6.93	2.705078125
6.939996	2.7978515625
6.949996	2.890625
6.959996	2.978515625
6.969996	3.06640625
6.979996	3.1298828125
6.989996	3.22265625
6.999996	3.2470703125
7.010004	3.3056640625
7.019996	3.2958984375
7.029996	3.3056640625
7.039996	3.2763671875
7.050004	3.2080078125
7.059996	3.154296875
7.069996	3.0712890625
7.079996	3.0029296875
7.090004	2.8955078125
7.099996	2.8271484375
7.109996	2.734375
7.119996	2.666015625
7.130004	2.6220703125
7.140004	2.5634765625
7.149996	2.5634765625
7.160004	2.55859375
7.170004	2.59765625
7.180004	2.6318359375
7.189996	2.7001953125
7.199996	2.783203125
7.209996	2.8662109375
7.219996	2.9541015625
7.23	3.0322265625
7.239996	3.125
7.249996	3.1787109375
7.259996	3.2421875
7.269996	3.271484375
7.279996	3.291015625
7.289996	3.2958984375
7.299996	3.26171875
7.309996	3.232421875
7.32	3.1494140625
7.329996	3.1005859375
7.339996	2.998046875
7.349996	2.9345703125
7.359996	2.83203125
7.370004	2.7685546875
7.380004	2.6953125
7.390004	2.626953125
7.399996	2.59765625
7.41	2.5634765625
7.419996	2.578125
7.430004	2.587890625
7.439996	2.6416015625
7.449996	2.6904296875
7.460004	2.7685546875
7.470004	2.841796875
7.480004	2.91015625
7.489996	3.017578125
7.500004	3.076171875
7.510004	3.1689453125
7.520004	3.2080078125
7.529996	3.26171875
7.539996	3.2763671875
7.549996	3.2861328125
7.559996	3.26171875
7.57	3.22265625
7.579996	3.1787109375
7.589996	3.095703125
7.599996	3.037109375
7.609996	2.9443359375
7.619996	2.87109375
7.629996	2.802734375
7.639996	2.7001953125
7.650004	2.666015625
7.659996	2.6025390625
7.669996	2.59765625
7.679996	2.5732421875
7.690004	2.607421875
7.699996	2.6318359375
7.709996	2.6904296875
7.719996	2.75390625
7.730004	2.8125
7.739996	2.91015625
7.749996	2.978515625
7.759996	3.076171875
7.770004	3.125
7.780004	3.1982421875
7.789996	3.2421875
7.800004	3.2666015625
7.810004	3.2763671875
7.820004	3.2421875
7.829996	3.232421875
7.839996	3.1640625
7.849996	3.1201171875
7.859996	3.037109375
7.87	2.9736328125
7.879996	2.890625
7.889996	2.802734375
7.899996	2.7392578125
7.909996	2.6708984375
7.919996	2.6416015625
7.929996	2.6025390625
7.939996	2.607421875
7.949996	2.6171875
7.96	2.6513671875
7.969996	2.685546875
7.979996	2.724609375
7.989996	2.8173828125
7.999996	2.8759765625
8.010004	2.9736328125
8.020004	3.0322265625
8.030004	3.115234375
8.039996	3.1689453125
8.05	3.22265625
8.059996	3.251953125
8.070004	3.2470703125
8.079996	3.2568359375
8.089996	3.212890625
8.100004	3.1787109375
8.110004	3.125
8.120004	3.056640625
8.129996	2.98828125
8.140004	2.91015625
8.150004	2.83203125
8.160004	2.7490234375
8.169996	2.705078125
8.179996	2.6416015625
8.189996	2.63671875
8.199996	2.6123046875
8.21	2.626953125
8.219996	2.6416015625
8.229996	2.6708984375
8.239996	2.734375
8.249996	2.7880859375
8.259996	2.87109375
8.269996	2.939453125
8.279996	3.0224609375
8.290004	3.0908203125
8.299996	3.154296875
8.309996	3.2080078125
8.319996	3.2080078125
8.330004	3.2470703125
8.339996	3.22265625
8.349996	3.2275390625
8.359996	3.173828125
8.370004	3.1396484375
8.379996	3.0712890625
8.389996	3.0029296875
8.399996	2.9248046875
8.410004	2.8369140625
8.420004	2.7880859375
8.429996	2.71484375
8.440004	2.67578125
8.450004	2.63671875
8.460004	2.6318359375
8.469996	2.63671875
8.479996	2.6416015625
8.489996	2.6806640625
8.499996	2.71484375
8.51	2.7978515625
8.519996	2.8466796875
8.529996	2.939453125
8.539996	3.0029296875
8.549996	3.076171875
8.559996	3.1298828125
8.569996	3.1591796875
8.579996	3.2080078125
8.589996	3.2177734375
8.6	3.2373046875
8.609996	3.212890625
8.619996	3.18359375
8.629996	3.1396484375
8.639996	3.0810546875
8.650004	3.0224609375
8.660004	2.9248046875
8.670004	2.8759765625
8.679996	2.7880859375
8.69	2.744140625
8.699996	2.6806640625
8.710004	2.666015625
8.719996	2.6416015625
8.729996	2.646484375
8.740004	2.6513671875
8.750004	2.666015625
8.760004	2.7294921875
8.769996	2.7783203125
8.780004	2.841796875
8.790004	2.9150390625
8.800004	2.98828125
8.809996	3.056640625
8.819996	3.095703125
8.829996	3.1689453125
8.839996	3.18359375
8.85	3.22265625
8.859996	3.203125
8.869996	3.212890625
8.879996	3.1787109375
8.889996	3.1494140625
8.899996	3.0908203125
8.909996	3.017578125
8.919996	2.9638671875
8.930004	2.880859375
8.939996	2.8271484375
8.949996	2.763671875
8.959996	2.71484375
8.970004	2.67578125
8.979996	2.65625
8.989996	2.65625
8.999996	2.6513671875
9.010004	2.685546875
9.019996	2.705078125
9.029996	2.783203125
9.039996	2.8271484375
9.050004	2.91015625
9.060004	2.96875
9.069996	3.02734375
9.080004	3.095703125
9.090004	3.1396484375
9.100004	3.1884765625
9.109996	3.193359375
9.119996	3.212890625
9.129996	3.203125
9.139996	3.1787109375
9.15	3.1494140625
9.159996	3.076171875
9.169996	3.0419921875
9.179996	2.9541015625
9.189996	2.9150390625
9.199996	2.8271484375
9.209996	2.7880859375
9.219996	2.724609375
9.229996	2.6953125
9.24	2.666015625
9.249996	2.646484375
9.259996	2.6611328125
9.269996	2.6708984375
9.279996	2.7197265625
9.290004	2.763671875
9.300004	2.8271484375
9.310004	2.900390625
9.319996	2.958984375
9.33	3.02734375
9.339996	3.056640625
9.350004	3.134765625
9.359996	3.1494140625
9.369996	3.203125
9.380004	3.193359375
9.390004	3.203125
9.400004	3.1787109375
9.409996	3.134765625
9.420004	3.1005859375
9.430004	3.037109375
9.440004	2.9833984375
9.449996	2.91015625
9.459996	2.8515625
9.469996	2.7978515625
9.479996	2.744140625
9.49	2.705078125
9.499996	2.666015625
9.509996	2.666015625
9.519996	2.6611328125
9.529996	2.6904296875
9.539996	2.705078125
9.549996	2.7685546875
9.559996	2.8173828125
9.570004	2.880859375
9.579996	2.94921875
9.589996	2.998046875
9.599996	3.06640625
9.610004	3.10546875
9.619996	3.1494140625
9.629996	3.173828125
9.639996	3.1982421875
9.650004	3.1982421875
9.659996	3.1591796875
9.669996	3.154296875
9.679996	3.0859375
9.690004	3.056640625
9.700004	2.978515625
9.709996	2.9443359375
9.720004	2.861328125
9.730004	2.822265625
9.740004	2.763671875
9.749996	2.705078125
9.759996	2.685546875
9.769996	2.6611328125
9.779996	2.6806640625
9.79	2.6806640625
9.799996	2.7197265625
9.809996	2.7685546875
9.819996	2.8076171875
9.829996	2.8662109375
9.839996	2.9150390625
9.849996	2.998046875
9.859996	3.0322265625
9.869996	3.10546875
9.88	3.125
9.889996	3.1689453125
9.899996	3.1787109375
9.909996	3.173828125
9.919996	3.1689453125
9.930004	3.134765625
9.940004	3.1103515625
9.950004	3.0517578125
9.959996	3.0029296875
9.97	2.9443359375
9.979996	2.880859375
9.990004	2.8271484375
9.999996	2.7685546875
10.009996	2.7392578125
10.020004	2.685546875
10.030004	2.6904296875
10.040004	2.6708984375
10.049996	2.6953125
10.060004	2.7197265625
10.070004	2.763671875
10.080004	2.8076171875
10.089996	2.8466796875
10.099996	2.919921875
10.109996	2.96875
10.119996	3.037109375
10.13	3.0810546875
10.139996	3.125
10.149996	3.1591796875
10.159996	3.173828125
10.169996	3.18359375
10.179996	3.14453125
10.189996	3.154296875
10.199996	3.095703125
10.210004	3.0712890625
10.219996	3.0029296875
10.229996	2.9638671875
10.239996	2.900390625
10.250004	2.8271484375
10.259996	2.79296875
10.269996	2.734375
10.279996	2.71484375
10.290004	2.685546875
10.299996	2.6904296875
10.309996	2.6953125
10.319996	2.7197265625
10.330004	2.763671875
10.340004	2.783203125
10.349996	2.8466796875
10.360004	2.890625
10.370004	2.96875
10.380004	3.0126953125
10.389996	3.076171875
10.399996	3.1103515625
10.409996	3.1494140625
10.419996	3.1591796875
10.43	3.154296875
10.439996	3.1640625
10.449996	3.134765625
10.459996	3.1103515625
10.469996	3.06640625
10.479996	3.017578125
10.489996	2.96875
10.499996	2.890625
10.509996	2.8564453125
10.52	2.7880859375
10.529996	2.7685546875
10.539996	2.71484375
10.549996	2.7099609375
10.559996	2.6904296875
10.570004	2.705078125
10.580004	2.7294921875
10.590004	2.7392578125
10.599996	2.7978515625
10.61	2.8271484375
10.619996	2.900390625
10.630004	2.94921875
10.639996	3.0126953125
10.649996	3.0517578125
10.660004	3.1005859375
10.670004	3.1396484375
10.680004	3.1298828125
10.689996	3.173828125
10.700004	3.134765625
10.710004	3.14453125
10.720004	3.1005859375
10.729996	3.0810546875
10.739996	3.0224609375
10.749996	2.9833984375
10.759996	2.9248046875
10.77	2.8564453125
10.779996	2.8173828125
10.789996	2.7685546875
10.799996	2.7392578125
10.809996	2.7099609375
10.819996	2.6953125
10.829996	2.7099609375
10.839996	2.7099609375
10.850004	2.75390625
10.859996	2.7783203125
10.869996	2.841796875
10.879996	2.8759765625
10.890004	2.9541015625
10.899996	2.98828125
10.909996	3.0517578125
10.919996	3.0859375
10.930004	3.1103515625
10.939996	3.1396484375
10.949996	3.14453125
10.959996	3.1494140625
10.970004	3.1298828125
10.980004	3.1103515625
10.989996	3.0859375
11.000004	3.037109375
11.010004	2.98828125
11.020004	2.9150390625
11.029996	2.8759765625
11.039996	2.8076171875
11.049996	2.79296875
11.059996	2.7392578125
11.07	2.734375
11.079996	2.71484375
11.089996	2.7001953125
11.099996	2.724609375
11.109996	2.744140625
11.119996	2.7880859375
11.129996	2.822265625
11.139996	2.880859375
11.149996	2.9345703125
11.16	2.9833984375
11.169996	3.0419921875
11.179996	3.056640625
11.189996	3.115234375
11.199996	3.115234375
11.210004	3.154296875
11.220004	3.134765625
11.230004	3.14453125
11.239996	3.115234375
11.25	3.0810546875
11.259996	3.0419921875
11.270004	2.9736328125
11.279996	2.9443359375
11.289996	2.8759765625
11.300004	2.8369140625
11.310004	2.79296875
11.320004	2.7587890625
11.329996	2.7392578125
11.340004	2.705078125
11.350004	2.724609375
11.360004	2.71484375
11.369996	2.7587890625
11.379996	2.7734375
11.389996	2.83203125
11.399996	2.87109375
11.41	2.9296875
11.419996	2.9736328125
11.429996	3.0126953125
11.439996	3.0615234375
11.449996	3.0908203125
11.459996	3.125
11.469996	3.1396484375
11.479996	3.14453125
11.490004	3.134765625
11.499996	3.115234375
11.509996	3.095703125
11.519996	3.02734375
11.530004	3.0029296875
11.539996	2.939453125
11.549996	2.9052734375
11.559996	2.83203125
11.570004	2.8076171875
11.579996	2.7734375
11.589996	2.75390625
11.599996	2.734375
11.610004	2.71484375
11.620004	2.7392578125
11.629996	2.744140625
11.640004	2.783203125
11.650004	2.8173828125
11.660004	2.8564453125
11.669996	2.919921875
11.679996	2.9443359375
11.689996	3.017578125
11.699996	3.037109375
11.71	3.095703125
11.719996	3.1005859375
11.729996	3.1396484375
11.739996	3.125
11.749996	3.134765625
11.759996	3.1103515625
11.769996	3.0712890625
11.779996	3.046875
11.789996	2.998046875
11.8	2.958984375
11.809996	2.9052734375
11.819996	2.8564453125
11.829996	2.822265625
11.839996	2.79296875
11.850004	2.7587890625
11.860004	2.724609375
11.870004	2.7392578125
11.879996	2.7197265625
11.89	2.7587890625
11.899996	2.7783203125
11.910004	2.822265625
11.919996	2.8515625
11.929996	2.8955078125
11.940004	2.958984375
11.950004	2.9931640625
11.960004	3.046875
11.969996	3.0712890625
11.980004	3.10546875
11.990004	3.125
12.000004	3.125
12.009996	3.134765625
12.019996	3.0859375
12.029996	3.0908203125
12.039996	3.0322265625
12.05	3.017578125
12.059996	2.958984375
12.069996	2.9150390625
12.079996	2.861328125
12.089996	2.8271484375
12.099996	2.79296875
12.109996	2.75390625
12.119996	2.744140625
12.130004	2.7294921875
12.139996	2.734375
