Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 500 Hz
Time (s)	Voltage (V)
0.311996	3.212890625
0.313996	3.2080078125
0.315996	3.203125
0.317996	3.203125
0.319996	3.193359375
0.321996	3.1884765625
0.323996	3.193359375
0.325996	3.1982421875
0.327996	3.1982421875
0.33	3.203125
0.332	3.203125
0.334	3.1982421875
0.336	3.1982421875
0.337996	3.1982421875
0.339996	3.1982421875
0.341996	3.2080078125
0.343996	3.2080078125
0.345996	3.2177734375
0.347996	3.22265625
0.349996	3.22265625
0.351996	3.22265625
0.353996	3.232421875
0.355996	3.232421875
0.357996	3.2373046875
0.359996	3.2373046875
0.361996	3.2421875
0.363996	3.2470703125
0.365996	3.2470703125
0.367996	3.251953125
0.369996	3.251953125
0.372	3.26171875
0.373996	3.251953125
0.376	3.2568359375
0.378	3.2470703125
0.379996	3.2421875
0.381996	3.2421875
0.383996	3.2470703125
0.385996	3.2470703125
0.387996	3.2470703125
0.389996	3.2470703125
0.391996	3.2421875
0.393996	3.2373046875
0.395996	3.22265625
0.397996	3.2275390625
0.399996	3.212890625
0.401996	3.203125
0.403996	3.2080078125
0.405996	3.2275390625
0.407996	3.2080078125
0.409996	3.203125
0.411996	3.203125
0.414	3.1982421875
0.415996	3.1982421875
0.418	3.1884765625
0.42	3.193359375
0.421996	3.1982421875
0.423996	3.1982421875
0.425996	3.1982421875
0.427996	3.1982421875
0.429996	3.203125
0.431996	3.2080078125
0.433996	3.212890625
0.435996	3.212890625
0.437996	3.212890625
0.439996	3.22265625
0.441996	3.212890625
0.443996	3.22265625
0.445996	3.232421875
0.447996	3.232421875
0.449996	3.251953125
0.451996	3.2470703125
0.453996	3.251953125
0.455996	3.2470703125
0.458	3.2421875
0.46	3.2421875
0.462	3.2470703125
0.464	3.2470703125
0.465996	3.251953125
0.467996	3.251953125
0.469996	3.2568359375
0.471996	3.251953125
0.473996	3.251953125
0.475996	3.2470703125
0.477996	3.2421875
0.479996	3.232421875
0.481996	3.232421875
0.483996	3.2373046875
0.485996	3.232421875
0.487996	3.2275390625
0.489996	3.2275390625
0.491996	3.2275390625
0.493996	3.212890625
0.495996	3.2080078125
0.497996	3.203125
0.5	3.203125
0.501996	3.193359375
0.504	3.1982421875
0.506	3.1982421875
0.507996	3.1982421875
0.509996	3.1982421875
0.511996	3.203125
0.513996	3.203125
0.515996	3.1982421875
0.517996	3.1982421875
0.519996	3.1982421875
0.521996	3.203125
0.523996	3.203125
0.525996	3.2080078125
0.527996	3.2177734375
0.529996	3.212890625
0.531996	3.2275390625
0.533996	3.22265625
0.535996	3.22265625
0.537996	3.232421875
0.539996	3.232421875
0.542	3.2373046875
0.543996	3.2421875
0.546	3.2470703125
0.548	3.2470703125
0.549996	3.2470703125
0.551996	3.2470703125
0.553996	3.251953125
0.555996	3.2470703125
0.557996	3.2421875
0.559996	3.2421875
0.561996	3.2470703125
0.563996	3.2421875
0.565996	3.251953125
0.567996	3.2470703125
0.569996	3.2470703125
0.571996	3.251953125
0.573996	3.2373046875
0.575996	3.232421875
0.577996	3.2275390625
0.579996	3.22265625
0.581996	3.22265625
0.583996	3.2177734375
0.586	3.212890625
0.588	3.2177734375
0.59	3.2177734375
0.592	3.2080078125
0.593996	3.2080078125
0.595996	3.193359375
0.597996	3.193359375
0.599996	3.193359375
0.601996	3.193359375
0.603996	3.193359375
0.605996	3.193359375
0.607996	3.1982421875
0.609996	3.1982421875
0.611996	3.2080078125
0.613996	3.2080078125
0.615996	3.2080078125
0.617996	3.203125
0.619996	3.212890625
0.621996	3.212890625
0.623996	3.212890625
0.625996	3.22265625
0.628	3.2275390625
0.629996	3.2421875
0.632	3.2373046875
0.634	3.2421875
0.635996	3.2421875
0.637996	3.2373046875
0.639996	3.2421875
0.641996	3.2421875
0.643996	3.2470703125
0.645996	3.251953125
0.647996	3.251953125
0.649996	3.26171875
0.651996	3.2568359375
0.653996	3.251953125
0.655996	3.2470703125
0.657996	3.2470703125
0.659996	3.2421875
0.661996	3.2373046875
0.663996	3.2373046875
0.665996	3.2373046875
0.667996	3.2373046875
0.67	3.232421875
0.671996	3.232421875
0.674	3.2275390625
0.676	3.2275390625
0.677996	3.212890625
0.679996	3.203125
0.681996	3.203125
0.683996	3.1982421875
0.685996	3.1982421875
0.687996	3.1982421875
0.689996	3.1982421875
0.691996	3.1982421875
0.693996	3.1982421875
0.695996	3.1982421875
0.697996	3.193359375
0.699996	3.193359375
0.701996	3.193359375
0.703996	3.203125
0.705996	3.203125
0.707996	3.212890625
0.709996	3.212890625
0.711996	3.22265625
0.714	3.22265625
0.716	3.2177734375
0.718	3.2177734375
0.72	3.22265625
0.721996	3.232421875
0.723996	3.2373046875
0.725996	3.2470703125
0.727996	3.251953125
0.729996	3.251953125
0.731996	3.251953125
0.733996	3.2470703125
0.735996	3.251953125
0.737996	3.2421875
0.739996	3.251953125
0.741996	3.2470703125
0.743996	3.2470703125
0.745996	3.251953125
0.747996	3.251953125
0.749996	3.251953125
0.751996	3.2470703125
0.753996	3.2470703125
0.756	3.251953125
0.757996	3.232421875
0.76	3.232421875
0.762	3.2177734375
0.763996	3.22265625
0.765996	3.2177734375
0.767996	3.212890625
0.769996	3.2177734375
0.771996	3.212890625
0.773996	3.212890625
0.775996	3.2080078125
0.777996	3.203125
0.779996	3.193359375
0.781996	3.193359375
0.783996	3.193359375
0.785996	3.1982421875
0.787996	3.1982421875
0.789996	3.203125
0.791996	3.1982421875
0.793996	3.203125
0.795996	3.2080078125
0.798	3.203125
0.799996	3.203125
0.802	3.1982421875
0.804	3.212890625
0.805996	3.22265625
0.807996	3.232421875
0.809996	3.232421875
0.811996	3.2275390625
0.813996	3.2373046875
0.815996	3.2373046875
0.817996	3.2421875
0.819996	3.2421875
0.821996	3.2421875
0.823996	3.2421875
0.825996	3.2470703125
0.827996	3.2568359375
0.829996	3.2568359375
0.831996	3.2568359375
0.833996	3.251953125
0.835996	3.251953125
0.837996	3.2421875
0.839996	3.2373046875
0.842	3.2421875
0.844	3.2421875
0.846	3.2421875
0.848	3.2421875
0.849996	3.2373046875
0.851996	3.212890625
0.853996	3.2373046875
0.855996	3.22265625
0.857996	3.2177734375
0.859996	3.2080078125
0.861996	3.2080078125
0.863996	3.203125
0.865996	3.2080078125
0.867996	3.203125
0.869996	3.2080078125
0.871996	3.203125
0.873996	3.1982421875
0.875996	3.193359375
0.877996	3.193359375
0.879996	3.193359375
0.881996	3.1884765625
0.884	3.203125
0.885996	3.203125
0.888	3.2080078125
0.89	3.212890625
0.891996	3.212890625
0.893996	3.212890625
0.895996	3.212890625
0.897996	3.2177734375
0.899996	3.2177734375
0.901996	3.22265625
0.903996	3.232421875
0.905996	3.2421875
0.907996	3.2470703125
0.909996	3.2470703125
0.911996	3.2470703125
0.913996	3.2470703125
0.915996	3.2470703125
0.917996	3.2373046875
0.919996	3.2470703125
0.921996	3.2470703125
0.923996	3.251953125
0.926	3.251953125
0.927996	3.251953125
0.93	3.251953125
0.932	3.2568359375
0.933996	3.2470703125
0.935996	3.2470703125
0.937996	3.2373046875
0.939996	3.2421875
0.941996	3.2275390625
0.943996	3.232421875
0.945996	3.22265625
0.947996	3.2275390625
0.949996	3.2275390625
0.951996	3.2177734375
0.953996	3.2177734375
0.955996	3.2080078125
0.957996	3.203125
0.959996	3.203125
0.961996	3.193359375
0.963996	3.1982421875
0.965996	3.1982421875
0.967996	3.203125
0.97	3.203125
0.972	3.1982421875
0.974	3.203125
0.976	3.1982421875
0.977996	3.203125
0.979996	3.203125
0.981996	3.203125
0.983996	3.203125
0.985996	3.212890625
0.987996	3.2177734375
0.989996	3.2275390625
0.991996	3.22265625
0.993996	3.2275390625
0.995996	3.232421875
0.997996	3.232421875
0.999996	3.232421875
1.001996	3.2373046875
1.003996	3.2373046875
1.005996	3.2470703125
1.007996	3.251953125
1.009996	3.251953125
1.012	3.2568359375
1.013996	3.251953125
1.016	3.251953125
1.018	3.2470703125
1.019996	3.2421875
1.021996	3.2421875
1.023996	3.2470703125
1.025996	3.2470703125
1.027996	3.2470703125
1.029996	3.251953125
1.031996	3.2421875
1.033996	3.2373046875
1.035996	3.232421875
1.037996	3.22265625
1.039996	3.212890625
1.041996	3.212890625
1.043996	3.212890625
1.045996	3.212890625
1.047996	3.212890625
1.049996	3.212890625
1.051996	3.203125
1.054	3.1982421875
1.055996	3.1982421875
1.058	3.193359375
1.06	3.1982421875
1.061996	3.1884765625
1.063996	3.193359375
1.065996	3.193359375
1.067996	3.203125
1.069996	3.203125
1.071996	3.2080078125
1.073996	3.2080078125
1.075996	3.2080078125
1.077996	3.2177734375
1.079996	3.2080078125
1.081996	3.22265625
1.083996	3.2177734375
1.085996	3.232421875
1.087996	3.2275390625
1.089996	3.2373046875
1.091996	3.2421875
1.093996	3.2421875
1.095996	3.2421875
1.098	3.2470703125
1.1	3.2421875
1.102	3.2421875
1.104	3.2421875
1.105996	3.2568359375
1.107996	3.2568359375
1.109996	3.251953125
1.111996	3.2568359375
1.113996	3.251953125
1.115996	3.2470703125
1.117996	3.2470703125
1.119996	3.2421875
1.121996	3.2373046875
1.123996	3.232421875
1.125996	3.232421875
1.127996	3.2421875
1.129996	3.2373046875
1.131996	3.22265625
1.133996	3.2177734375
1.135996	3.212890625
1.137996	3.2080078125
1.14	3.203125
1.141996	3.203125
1.144	3.1982421875
1.146	3.1982421875
1.147996	3.1982421875
1.149996	3.1982421875
1.151996	3.1982421875
1.153996	3.1982421875
1.155996	3.193359375
1.157996	3.193359375
1.159996	3.1982421875
1.161996	3.1982421875
1.163996	3.2080078125
1.165996	3.212890625
1.167996	3.212890625
1.169996	3.22265625
1.171996	3.22265625
1.173996	3.2275390625
1.175996	3.2177734375
1.177996	3.2177734375
1.179996	3.232421875
1.182	3.2275390625
1.183996	3.2373046875
1.186	3.2470703125
1.188	3.251953125
1.189996	3.251953125
1.191996	3.251953125
1.193996	3.251953125
1.195996	3.2470703125
1.197996	3.2421875
1.199996	3.2421875
1.201996	3.2421875
1.203996	3.2421875
1.205996	3.2470703125
1.207996	3.2470703125
1.209996	3.251953125
1.211996	3.2421875
1.213996	3.2373046875
1.215996	3.2470703125
1.217996	3.2275390625
1.219996	3.22265625
1.221996	3.232421875
1.223996	3.2177734375
1.226	3.22265625
1.228	3.2177734375
1.23	3.2177734375
1.232	3.212890625
1.233996	3.212890625
1.235996	3.203125
1.237996	3.1982421875
1.239996	3.203125
1.241996	3.193359375
1.243996	3.193359375
1.245996	3.1982421875
1.247996	3.1982421875
1.249996	3.203125
1.251996	3.2080078125
1.253996	3.2080078125
1.255996	3.203125
1.257996	3.203125
1.259996	3.2080078125
1.261996	3.212890625
1.263996	3.212890625
1.265996	3.22265625
1.268	3.232421875
1.269996	3.232421875
1.272	3.2373046875
1.274	3.2421875
1.275996	3.2421875
1.277996	3.2421875
1.279996	3.2373046875
1.281996	3.2421875
1.283996	3.2421875
1.285996	3.2470703125
1.287996	3.251953125
1.289996	3.251953125
1.291996	3.2568359375
1.293996	3.251953125
1.295996	3.2470703125
1.297996	3.2470703125
1.299996	3.2373046875
1.301996	3.2470703125
1.303996	3.2421875
1.305996	3.2421875
1.307996	3.2373046875
1.31	3.2373046875
1.311996	3.2275390625
1.314	3.2275390625
1.316	3.2373046875
1.317996	3.2080078125
1.319996	3.2177734375
1.321996	3.2080078125
1.323996	3.212890625
1.325996	3.2080078125
1.327996	3.212890625
1.329996	3.22265625
1.331996	3.22265625
1.333996	3.22265625
1.335996	3.212890625
1.337996	3.22265625
1.339996	3.2275390625
1.341996	3.2275390625
1.343996	3.232421875
1.345996	3.2470703125
1.347996	3.2470703125
1.349996	3.2470703125
1.351996	3.2568359375
1.354	3.26171875
1.356	3.2568359375
1.358	3.26171875
1.36	3.2568359375
1.361996	3.2666015625
1.363996	3.271484375
1.365996	3.271484375
1.367996	3.28125
1.369996	3.2763671875
1.371996	3.2763671875
1.373996	3.2763671875
1.375996	3.271484375
1.377996	3.2666015625
1.379996	3.2666015625
1.381996	3.26171875
1.383996	3.26171875
1.385996	3.26171875
1.387996	3.26171875
1.389996	3.26171875
1.391996	3.2568359375
1.393996	3.251953125
1.396	3.2470703125
1.397996	3.2421875
1.4	3.2421875
1.402	3.2373046875
1.403996	3.232421875
1.405996	3.232421875
1.407996	3.2373046875
1.409996	3.2373046875
1.411996	3.2373046875
1.413996	3.2373046875
1.415996	3.232421875
1.417996	3.232421875
1.419996	3.232421875
1.421996	3.232421875
1.423996	3.2421875
1.425996	3.2470703125
1.427996	3.2568359375
1.429996	3.271484375
1.431996	3.271484375
1.433996	3.2666015625
1.435996	3.26171875
1.438	3.2666015625
1.439996	3.26171875
1.442	3.26171875
1.444	3.271484375
1.445996	3.271484375
1.447996	3.2763671875
1.449996	3.2861328125
1.451996	3.28125
1.453996	3.28125
1.455996	3.2763671875
1.457996	3.28125
1.459996	3.271484375
1.461996	3.271484375
1.463996	3.2763671875
1.465996	3.2763671875
1.467996	3.2763671875
1.469996	3.28125
1.471996	3.2763671875
1.473996	3.271484375
1.475996	3.26171875
1.477996	3.2568359375
1.479996	3.251953125
1.482	3.2470703125
1.484	3.2421875
1.486	3.2421875
1.488	3.2470703125
1.489996	3.2421875
1.491996	3.232421875
1.493996	3.2421875
1.495996	3.232421875
1.497996	3.2275390625
1.499996	3.2275390625
1.501996	3.22265625
1.503996	3.22265625
1.505996	3.2373046875
1.507996	3.2373046875
1.509996	3.2373046875
1.511996	3.2470703125
1.513996	3.2470703125
1.515996	3.2470703125
1.517996	3.2470703125
1.519996	3.251953125
1.521996	3.2568359375
1.524	3.2568359375
1.525996	3.2666015625
1.528	3.271484375
1.53	3.2763671875
1.531996	3.2763671875
1.533996	3.2763671875
1.535996	3.2763671875
1.537996	3.2763671875
1.539996	3.2763671875
1.541996	3.271484375
1.543996	3.2763671875
1.545996	3.2763671875
1.547996	3.2763671875
1.549996	3.2763671875
1.551996	3.2763671875
1.553996	3.2763671875
1.555996	3.271484375
1.557996	3.2666015625
1.559996	3.26171875
1.561996	3.251953125
1.563996	3.2568359375
1.566	3.251953125
1.567996	3.251953125
1.57	3.2568359375
1.572	3.251953125
1.573996	3.2421875
1.575996	3.2373046875
1.577996	3.232421875
1.579996	3.2275390625
1.581996	3.2177734375
1.583996	3.22265625
1.585996	3.22265625
1.587996	3.2275390625
1.589996	3.2275390625
1.591996	3.2275390625
1.593996	3.22265625
1.595996	3.22265625
1.597996	3.2177734375
1.599996	3.22265625
1.601996	3.22265625
1.603996	3.232421875
1.605996	3.2373046875
1.607996	3.2421875
1.61	3.251953125
1.612	3.2470703125
1.614	3.251953125
1.616	3.251953125
1.617996	3.251953125
1.619996	3.2470703125
1.621996	3.2568359375
1.623996	3.26171875
1.625996	3.271484375
1.627996	3.271484375
1.629996	3.28125
1.631996	3.2763671875
1.633996	3.2763671875
1.635996	3.271484375
1.637996	3.271484375
1.639996	3.2666015625
1.641996	3.2666015625
1.643996	3.271484375
1.645996	3.2763671875
1.647996	3.2763671875
1.649996	3.2763671875
1.652	3.2763671875
1.653996	3.271484375
1.656	3.2666015625
1.658	3.2666015625
1.659996	3.26171875
1.661996	3.2666015625
1.663996	3.2666015625
1.665996	3.2666015625
1.667996	3.2763671875
1.669996	3.2666015625
1.671996	3.2763671875
1.673996	3.2763671875
1.675996	3.2763671875
1.677996	3.271484375
1.679996	3.2666015625
1.681996	3.2666015625
1.683996	3.271484375
1.685996	3.2763671875
1.687996	3.2763671875
1.689996	3.28125
1.691996	3.2861328125
1.694	3.2861328125
1.695996	3.28125
1.698	3.28125
1.7	3.28125
1.701996	3.28125
1.703996	3.2861328125
1.705996	3.2861328125
1.707996	3.291015625
1.709996	3.291015625
1.711996	3.2861328125
1.713996	3.2861328125
1.715996	3.2861328125
1.717996	3.28125
1.719996	3.28125
1.721996	3.28125
1.723996	3.28125
1.725996	3.2861328125
1.727996	3.2861328125
1.729996	3.291015625
1.731996	3.2861328125
1.733996	3.2861328125
1.735996	3.28125
1.738	3.2763671875
1.74	3.271484375
1.742	3.2763671875
1.744	3.28125
1.745996	3.28125
1.747996	3.28125
1.749996	3.28125
1.751996	3.28125
1.753996	3.2763671875
1.755996	3.2763671875
1.757996	3.2763671875
1.759996	3.271484375
1.761996	3.271484375
1.763996	3.271484375
1.765996	3.271484375
1.767996	3.2763671875
1.769996	3.28125
1.771996	3.28125
1.773996	3.2763671875
1.775996	3.2763671875
1.777996	3.271484375
1.78	3.271484375
1.781996	3.2666015625
1.784	3.28125
1.786	3.2763671875
1.787996	3.28125
1.789996	3.28125
1.791996	3.2861328125
1.793996	3.291015625
1.795996	3.2861328125
1.797996	3.291015625
1.799996	3.2958984375
1.801996	3.291015625
1.803996	3.2958984375
1.805996	3.3056640625
1.807996	3.3056640625
1.809996	3.3154296875
1.811996	3.310546875
1.813996	3.310546875
1.815996	3.3154296875
1.817996	3.310546875
1.819996	3.310546875
1.822	3.310546875
1.823996	3.3251953125
1.826	3.3251953125
1.828	3.330078125
1.829996	3.3349609375
1.831996	3.33984375
1.833996	3.33984375
1.835996	3.33984375
1.837996	3.3349609375
1.839996	3.33984375
1.841996	3.3447265625
1.843996	3.349609375
1.845996	3.3544921875
1.847996	3.3544921875
1.849996	3.3642578125
1.851996	3.369140625
1.853996	3.3740234375
1.855996	3.369140625
1.857996	3.3740234375
1.859996	3.369140625
1.861996	3.3740234375
1.863996	3.37890625
1.866	3.388671875
1.868	3.388671875
1.87	3.3935546875
1.872	3.3984375
1.873996	3.4033203125
1.875996	3.388671875
1.877996	3.408203125
1.879996	3.408203125
1.881996	3.408203125
1.883996	3.41796875
1.885996	3.427734375
1.887996	3.4423828125
1.889996	3.447265625
1.891996	3.447265625
1.893996	3.4521484375
1.895996	3.4521484375
1.897996	3.4619140625
1.899996	3.45703125
1.901996	3.4716796875
1.903996	3.4716796875
1.905996	3.4765625
1.908	3.486328125
1.909996	3.4912109375
1.912	3.4912109375
1.914	3.486328125
1.915996	3.4814453125
1.917996	3.4814453125
1.919996	3.4814453125
1.921996	3.4814453125
1.923996	3.4814453125
1.925996	3.4814453125
1.927996	3.4765625
1.929996	3.4814453125
1.931996	3.4814453125
1.933996	3.4765625
1.935996	3.4716796875
1.937996	3.466796875
1.939996	3.466796875
1.941996	3.4619140625
1.943996	3.4619140625
1.945996	3.4619140625
1.947996	3.466796875
1.95	3.4814453125
1.951996	3.486328125
1.954	3.4814453125
1.956	3.4765625
1.957996	3.486328125
1.959996	3.486328125
1.961996	3.4912109375
1.963996	3.49609375
1.965996	3.505859375
1.967996	3.515625
1.969996	3.5205078125
1.971996	3.525390625
1.973996	3.53515625
1.975996	3.5302734375
1.977996	3.53515625
1.979996	3.544921875
1.981996	3.5400390625
1.983996	3.544921875
1.985996	3.5595703125
1.987996	3.564453125
1.989996	3.57421875
1.991996	3.5693359375
1.994	3.57421875
1.996	3.57421875
1.998	3.564453125
2.0	3.5693359375
2.001996	3.57421875
2.003996	3.57421875
2.005996	3.57421875
2.007996	3.5791015625
2.009996	3.5791015625
2.011996	3.583984375
2.013996	3.5791015625
2.015996	3.5791015625
2.017996	3.5791015625
2.019996	3.57421875
2.021996	3.57421875
2.023996	3.5693359375
2.025996	3.5791015625
2.027996	3.583984375
2.029996	3.583984375
2.031996	3.5888671875
2.033996	3.583984375
2.036	3.583984375
2.037996	3.5986328125
2.04	3.5888671875
2.042	3.5986328125
2.043996	3.5986328125
2.045996	3.6083984375
2.047996	3.61328125
2.049996	3.6279296875
2.051996	3.6279296875
2.053996	3.6279296875
2.055996	3.6328125
2.057996	3.6328125
2.059996	3.6279296875
2.061996	3.6376953125
2.063996	3.642578125
2.065996	3.65234375
2.067996	3.6572265625
2.069996	3.6669921875
2.071996	3.6669921875
2.073996	3.671875
2.075996	3.662109375
2.078	3.6669921875
2.079996	3.662109375
2.082	3.662109375
2.084	3.671875
2.085996	3.671875
2.087996	3.6767578125
2.089996	3.681640625
2.091996	3.6865234375
2.093996	3.681640625
2.095996	3.6767578125
2.097996	3.6767578125
2.099996	3.6767578125
2.101996	3.6767578125
2.103996	3.6767578125
2.105996	3.681640625
2.107996	3.681640625
2.109996	3.6865234375
2.111996	3.6865234375
2.113996	3.681640625
2.115996	3.681640625
2.117996	3.6865234375
2.119996	3.681640625
2.122	3.6865234375
2.124	3.6865234375
2.126	3.6865234375
2.128	3.6962890625
2.129996	3.701171875
2.131996	3.6962890625
2.133996	3.6962890625
2.135996	3.6962890625
2.137996	3.701171875
2.139996	3.701171875
2.141996	3.7060546875
2.143996	3.7060546875
2.145996	3.7109375
2.147996	3.720703125
2.149996	3.73046875
2.151996	3.7353515625
2.153996	3.7353515625
2.155996	3.7353515625
2.157996	3.73046875
2.159996	3.7255859375
2.161996	3.7353515625
2.164	3.740234375
2.165996	3.7451171875
2.168	3.7451171875
2.17	3.7646484375
2.171996	3.7646484375
2.173996	3.7646484375
2.175996	3.759765625
2.177996	3.759765625
2.179996	3.76953125
2.181996	3.7646484375
2.183996	3.76953125
2.185996	3.7744140625
2.187996	3.7890625
2.189996	3.7890625
2.191996	3.7890625
2.193996	3.798828125
2.195996	3.798828125
2.197996	3.798828125
2.199996	3.7939453125
2.201996	3.8037109375
2.203996	3.8037109375
2.206	3.8134765625
2.207996	3.818359375
2.21	3.818359375
2.212	3.8232421875
2.213996	3.828125
2.215996	3.828125
2.217996	3.818359375
2.219996	3.818359375
2.221996	3.8232421875
2.223996	3.8232421875
2.225996	3.828125
2.227996	3.8330078125
2.229996	3.8330078125
2.231996	3.8330078125
2.233996	3.837890625
2.235996	3.8330078125
2.237996	3.828125
2.239996	3.828125
2.241996	3.8330078125
2.243996	3.8330078125
2.245996	3.837890625
2.247996	3.8427734375
2.25	3.84765625
2.252	3.8525390625
2.254	3.84765625
2.256	3.84765625
2.257996	3.8427734375
2.259996	3.84765625
2.261996	3.84765625
2.263996	3.857421875
2.265996	3.8623046875
2.267996	3.8720703125
2.269996	3.8671875
2.271996	3.876953125
2.273996	3.876953125
2.275996	3.8671875
2.277996	3.876953125
2.279996	3.876953125
2.281996	3.876953125
2.283996	3.876953125
2.285996	3.8818359375
2.287996	3.8916015625
2.289996	3.8916015625
2.292	3.8916015625
2.293996	3.9013671875
2.296	3.896484375
2.298	3.8916015625
2.299996	3.8818359375
2.301996	3.88671875
2.303996	3.8818359375
2.305996	3.896484375
2.307996	3.9013671875
2.309996	3.90625
2.311996	3.90625
2.313996	3.9013671875
2.315996	3.90625
2.317996	3.896484375
2.319996	3.9013671875
2.321996	3.90625
2.323996	3.90625
2.325996	3.9111328125
2.327996	3.916015625
2.329996	3.9208984375
2.331996	3.9208984375
2.334	3.916015625
2.335996	3.9208984375
2.338	3.916015625
2.34	3.916015625
2.341996	3.92578125
2.343996	3.92578125
2.345996	3.935546875
2.347996	3.9453125
2.349996	3.935546875
2.351996	3.935546875
2.353996	3.935546875
2.355996	3.9306640625
2.357996	3.9306640625
2.359996	3.9306640625
2.361996	3.9306640625
2.363996	3.9306640625
2.365996	3.935546875
2.367996	3.935546875
2.369996	3.9404296875
2.371996	3.9404296875
2.373996	3.935546875
2.375996	3.9306640625
2.378	3.9306640625
2.38	3.9306640625
2.382	3.9306640625
2.384	3.9306640625
2.385996	3.9404296875
2.387996	3.9453125
2.389996	3.9453125
2.391996	3.955078125
2.393996	3.9501953125
2.395996	3.955078125
2.397996	3.9453125
2.399996	3.9453125
2.401996	3.955078125
2.403996	3.955078125
2.405996	3.955078125
2.407996	3.96484375
2.409996	3.974609375
2.411996	3.974609375
2.413996	3.9697265625
2.415996	3.974609375
2.417996	3.9697265625
2.42	3.96484375
2.421996	3.9599609375
2.424	3.9697265625
2.426	3.9794921875
2.427996	3.9794921875
2.429996	3.984375
2.431996	3.9892578125
2.433996	3.9892578125
2.435996	3.984375
2.437996	3.994140625
2.439996	3.9892578125
2.441996	3.9892578125
2.443996	3.9892578125
2.445996	3.994140625
2.447996	4.00390625
2.449996	4.013671875
2.451996	4.013671875
2.453996	4.0087890625
2.455996	4.013671875
2.457996	4.0087890625
