Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 500 Hz
Time (s)	Voltage (V)
0.246	4.609375
0.248	4.5556640625
0.25	4.4677734375
0.252	4.3994140625
0.254	4.306640625
0.256	4.1943359375
0.258	4.0673828125
0.26	3.935546875
0.262	3.779296875
0.264	3.6572265625
0.266	3.466796875
0.267996	3.330078125
0.269996	3.212890625
0.271996	3.0810546875
0.273996	2.96875
0.276	2.8466796875
0.278	2.7392578125
0.28	2.65625
0.282	2.5390625
0.284	2.412109375
0.286	2.2998046875
0.288	2.177734375
0.29	2.041015625
0.292	1.9287109375
0.294	1.7724609375
0.296	1.640625
0.298	1.50390625
0.3	1.4013671875
0.302	1.3037109375
0.304	1.220703125
0.306	1.1669921875
0.308	1.1376953125
0.309996	1.1328125
0.311996	1.123046875
0.313996	1.1181640625
0.315996	1.0791015625
0.318	1.0400390625
0.32	1.015625
0.322	0.986328125
0.324	0.966796875
0.326	0.947265625
0.328	0.95703125
0.33	0.986328125
0.332	1.044921875
0.334	1.15234375
0.336	1.2646484375
0.338	1.3720703125
0.340004	1.4794921875
0.342	1.6015625
0.344	1.708984375
0.346	1.796875
0.348	1.8896484375
0.35	1.962890625
0.352	2.0458984375
0.353996	2.1533203125
0.355996	2.236328125
0.357996	2.3486328125
0.359996	2.48046875
0.362	2.5732421875
0.364	2.71484375
0.366	2.8515625
0.368	2.96875
0.37	3.125
0.372	3.232421875
0.374	3.349609375
0.376	3.4716796875
0.378	3.564453125
0.38	3.6572265625
0.382	3.7353515625
0.384	3.8037109375
0.386	3.9013671875
0.388	3.9599609375
0.39	4.0576171875
0.392	4.1357421875
0.394	4.2431640625
0.395996	4.3408203125
0.397996	4.4287109375
0.399996	4.5263671875
0.401996	4.5654296875
0.404	4.599609375
0.406	4.658203125
0.408	4.6728515625
0.41	4.7021484375
0.412	4.677734375
0.414	4.6533203125
0.416	4.6484375
0.418	4.6142578125
0.42	4.609375
0.422	4.5654296875
0.424	4.5458984375
0.426	4.5263671875
0.428	4.501953125
0.43	4.4775390625
0.432	4.423828125
0.434	4.3603515625
0.436	4.27734375
0.437996	4.1748046875
0.439996	4.091796875
0.441996	3.9599609375
0.443996	3.84765625
0.446	3.7548828125
0.448	3.6181640625
0.45	3.53515625
0.452	3.4619140625
0.454	3.3740234375
0.456	3.3154296875
0.458	3.2421875
0.46	3.1298828125
0.462	3.056640625
0.464	2.9443359375
0.466	2.8173828125
0.468	2.705078125
0.47	2.607421875
0.472	2.4755859375
0.474	2.3779296875
0.476	2.2607421875
0.478	2.1533203125
0.48	2.0703125
0.481996	1.9921875
0.483996	1.9140625
0.485996	1.8603515625
0.487996	1.7919921875
0.49	1.728515625
0.492	1.69921875
0.494	1.6455078125
0.496	1.6064453125
0.498	1.5478515625
0.5	1.4892578125
0.502	1.435546875
0.504	1.4013671875
0.506	1.3623046875
0.508	1.3525390625
0.51	1.357421875
0.512	1.3916015625
0.514	1.4306640625
0.516	1.4794921875
0.518	1.533203125
0.52	1.591796875
0.522	1.6455078125
0.523996	1.6796875
0.525996	1.73828125
0.527996	1.7626953125
0.529996	1.826171875
0.532	1.904296875
0.534	1.962890625
0.536	2.0458984375
0.538	2.1044921875
0.54	2.2216796875
0.542	2.314453125
0.544	2.4072265625
0.546	2.529296875
0.548	2.63671875
0.55	2.71484375
0.552	2.8271484375
0.554	2.919921875
0.556	3.0126953125
0.558	3.1005859375
0.56	3.173828125
0.562	3.251953125
0.564	3.330078125
0.565996	3.3935546875
0.567996	3.4716796875
0.569996	3.5595703125
0.571996	3.65234375
0.574	3.7451171875
0.576	3.84765625
0.578	3.955078125
0.58	3.984375
0.582	4.0478515625
0.584	4.0966796875
0.586	4.1455078125
0.588	4.1748046875
0.59	4.2041015625
0.592	4.23828125
0.594	4.2578125
0.596	4.27734375
0.598	4.306640625
0.6	4.3115234375
0.602	4.3212890625
0.604	4.3359375
0.606	4.3408203125
0.608	4.3408203125
0.609996	4.31640625
0.611996	4.3017578125
0.613996	4.267578125
0.615996	4.2041015625
0.618	4.169921875
0.62	4.0869140625
0.622	3.9990234375
0.624	3.935546875
0.626	3.8818359375
0.628	3.8134765625
0.63	3.740234375
0.632	3.6962890625
0.634	3.6279296875
0.636	3.57421875
0.638	3.49609375
0.64	3.4326171875
0.642	3.3349609375
0.644	3.2568359375
0.646	3.173828125
0.648	3.0712890625
0.65	2.96875
0.651996	2.880859375
0.653996	2.783203125
0.655996	2.6904296875
0.657996	2.63671875
0.66	2.548828125
0.662	2.48046875
0.664	2.3974609375
0.666	2.3388671875
0.668	2.2705078125
0.67	2.2021484375
0.672	2.1533203125
0.674	2.0751953125
0.676	2.001953125
0.678	1.9580078125
0.68	1.884765625
0.682	1.8212890625
0.684	1.7626953125
0.686	1.7236328125
0.688	1.7041015625
0.69	1.6845703125
0.692	1.6943359375
0.693996	1.6943359375
0.695996	1.7041015625
0.697996	1.7138671875
0.699996	1.73828125
0.702	1.748046875
0.704	1.77734375
0.706	1.7822265625
0.708	1.8017578125
0.71	1.81640625
0.712	1.8701171875
0.714	1.8994140625
0.716	1.9677734375
0.718	2.0166015625
0.72	2.08984375
0.722	2.1533203125
0.724	2.24609375
0.726	2.3193359375
0.728	2.392578125
0.73	2.4755859375
0.732	2.548828125
0.734	2.626953125
0.736	2.685546875
0.737996	2.75390625
0.739996	2.822265625
0.741996	2.900390625
0.743996	2.9833984375
0.746	3.0517578125
0.748	3.134765625
0.75	3.2080078125
0.752	3.291015625
0.754	3.3837890625
0.756	3.466796875
0.758	3.525390625
0.76	3.59375
0.762	3.6669921875
0.764	3.701171875
0.766	3.7451171875
0.768	3.798828125
0.77	3.837890625
0.772	3.8916015625
0.774	3.9208984375
0.776	3.96484375
0.778	3.9990234375
0.779996	4.04296875
0.781996	4.0673828125
0.783996	4.111328125
0.785996	4.1259765625
0.788	4.1357421875
0.79	4.1357421875
0.792	4.1259765625
0.794	4.111328125
0.796	4.091796875
0.798	4.0625
0.8	4.0234375
0.802	3.994140625
0.804	3.9501953125
0.806	3.92578125
0.808	3.8916015625
0.81	3.857421875
0.812	3.8232421875
0.814	3.7939453125
0.816	3.7353515625
0.818	3.681640625
0.82	3.6181640625
0.821996	3.5693359375
0.823996	3.45703125
0.825996	3.3837890625
0.827996	3.330078125
0.83	3.2421875
0.832	3.1884765625
0.834	3.10546875
0.836	3.0419921875
0.838	2.96875
0.84	2.919921875
0.842	2.8466796875
0.844	2.763671875
0.846	2.6953125
0.848	2.6416015625
0.85	2.568359375
0.852	2.4951171875
0.854	2.431640625
0.856	2.3583984375
0.858	2.275390625
0.86	2.2216796875
0.862	2.1630859375
0.864	2.1044921875
0.865996	2.0703125
0.867996	2.041015625
0.869996	2.01171875
0.871996	1.9921875
0.874	1.97265625
0.876	1.9580078125
0.878	1.9482421875
0.88	1.923828125
0.882	1.9140625
0.884	1.8994140625
0.886	1.884765625
0.888	1.884765625
0.89	1.89453125
0.892	1.8994140625
0.894	1.9384765625
0.896	1.97265625
0.898	2.0166015625
0.9	2.0458984375
0.902	2.099609375
0.904	2.1484375
0.906	2.1875
0.907996	2.2509765625
0.909996	2.294921875
0.911996	2.34375
0.913996	2.4072265625
0.916	2.4609375
0.918	2.5048828125
0.92	2.5634765625
0.922	2.6513671875
0.924	2.685546875
0.926	2.7685546875
0.928	2.841796875
0.93	2.9248046875
0.932	3.0029296875
0.934	3.0712890625
0.936	3.154296875
0.938	3.22265625
0.94	3.2666015625
0.942	3.3203125
0.944	3.359375
0.946	3.408203125
0.948	3.4521484375
0.949996	3.486328125
0.951996	3.564453125
0.953996	3.6474609375
0.955996	3.681640625
0.958	3.73046875
0.96	3.7841796875
0.962	3.818359375
0.964	3.8623046875
0.966	3.88671875
0.968	3.90625
0.97	3.916015625
0.972	3.9306640625
0.974	3.9404296875
0.976	3.9404296875
0.978	3.9453125
0.98	3.9306640625
0.982	3.92578125
0.984	3.9208984375
0.986	3.9013671875
0.988	3.88671875
0.99	3.876953125
0.992	3.8623046875
0.993996	3.8427734375
0.995996	3.80859375
0.997996	3.7646484375
0.999996	3.7158203125
1.002	3.662109375
1.004	3.603515625
1.006	3.525390625
1.008	3.4765625
1.01	3.427734375
1.012	3.3935546875
1.014	3.349609375
1.016	3.28125
1.018	3.2470703125
1.02	3.193359375
1.022	3.125
1.024	3.056640625
1.026	2.998046875
1.028	2.9443359375
1.03	2.861328125
1.032	2.7880859375
1.034	2.7294921875
1.035996	2.666015625
1.037996	2.607421875
1.039996	2.5390625
1.041996	2.490234375
1.044	2.4267578125
1.046	2.3876953125
1.048	2.3486328125
1.05	2.3095703125
1.052	2.2705078125
1.054	2.236328125
1.056	2.2021484375
1.058	2.16796875
1.06	2.12890625
1.062	2.0947265625
1.064	2.0654296875
1.066	2.041015625
1.068	2.0263671875
1.07	2.0166015625
1.072	2.0263671875
1.074	2.041015625
1.076	2.0556640625
1.077996	2.0703125
1.079996	2.08984375
1.081996	2.109375
1.083996	2.1337890625
1.086	2.1533203125
1.088	2.177734375
1.09	2.20703125
1.092	2.24609375
1.094	2.2802734375
1.096	2.3095703125
1.098	2.36328125
1.1	2.4169921875
1.102	2.48046875
1.104	2.51953125
1.106	2.587890625
1.108	2.6513671875
1.11	2.7001953125
1.112	2.7685546875
1.114	2.83203125
1.116	2.8857421875
1.118	2.94921875
1.12	3.0029296875
1.121996	3.0517578125
1.123996	3.1005859375
1.125996	3.14453125
1.127996	3.1982421875
1.13	3.2568359375
1.132	3.3154296875
1.134	3.3642578125
1.136	3.41796875
1.138	3.486328125
1.14	3.5205078125
1.142	3.57421875
1.144	3.5986328125
1.146	3.6279296875
1.148	3.671875
1.15	3.6865234375
1.152	3.720703125
1.154	3.7451171875
1.156	3.759765625
1.158	3.779296875
1.16	3.7939453125
1.162	3.798828125
1.163996	3.8134765625
1.165996	3.818359375
1.167996	3.818359375
1.169996	3.828125
1.172	3.818359375
1.174	3.80859375
1.176	3.7939453125
1.178	3.759765625
1.18	3.7353515625
1.182	3.7109375
1.184	3.6669921875
1.186	3.6181640625
1.188	3.5693359375
1.19	3.544921875
1.192	3.505859375
1.194	3.466796875
1.196	3.4326171875
1.198	3.388671875
1.2	3.349609375
1.202	3.3056640625
1.204	3.2568359375
1.205996	3.2080078125
1.207996	3.14453125
1.209996	3.0810546875
1.211996	3.02734375
1.214	2.9736328125
1.216	2.9150390625
1.218	2.861328125
1.22	2.8125
1.222	2.7587890625
1.224	2.705078125
1.226	2.6611328125
1.228	2.6318359375
1.23	2.5830078125
1.232	2.5341796875
1.234	2.48046875
1.236	2.4462890625
1.238	2.3974609375
1.24	2.3486328125
1.242	2.2998046875
1.244	2.2705078125
1.246	2.2412109375
1.248	2.216796875
1.249996	2.197265625
1.251996	2.1923828125
1.253996	2.1826171875
1.255996	2.177734375
1.258	2.1826171875
1.26	2.1826171875
1.262	2.177734375
1.264	2.177734375
1.266	2.177734375
1.268	2.1875
1.27	2.197265625
1.272	2.216796875
1.274	2.2509765625
1.276	2.265625
1.278	2.294921875
1.28	2.333984375
1.282	2.3779296875
1.284	2.412109375
1.286	2.4609375
1.288	2.5048828125
1.29	2.55859375
1.291996	2.607421875
1.293996	2.6513671875
1.295996	2.6904296875
1.297996	2.7294921875
1.3	2.7734375
1.302	2.822265625
1.304	2.8759765625
1.306	2.9150390625
1.308	2.9638671875
1.31	3.037109375
1.312	3.0908203125
1.314	3.134765625
1.316	3.203125
1.318	3.2470703125
1.32	3.28125
1.322	3.3203125
1.324	3.349609375
1.326	3.3837890625
1.328	3.41796875
1.33	3.4521484375
1.332	3.4912109375
1.333996	3.5302734375
1.335996	3.564453125
1.337996	3.59375
1.339996	3.6572265625
1.342	3.6474609375
1.344	3.6767578125
1.346	3.6865234375
1.348	3.6962890625
1.35	3.7158203125
1.352	3.7255859375
1.354	3.7255859375
1.356	3.7353515625
1.358	3.73046875
1.36	3.7060546875
1.362	3.6865234375
1.364	3.671875
1.366	3.6669921875
1.368	3.6376953125
1.37	3.623046875
1.372	3.6083984375
1.374	3.5888671875
1.376	3.5498046875
1.377996	3.5009765625
1.379996	3.486328125
1.381996	3.41796875
1.383996	3.3740234375
1.386	3.33984375
1.388	3.310546875
1.39	3.251953125
1.392	3.2177734375
1.394	3.1689453125
1.396	3.125
1.398	3.0810546875
1.4	3.037109375
1.402	2.98828125
1.404	2.9443359375
1.406	2.890625
1.408	2.8515625
1.41	2.802734375
1.412	2.744140625
1.414	2.705078125
1.416	2.6611328125
1.418	2.6220703125
1.419996	2.568359375
1.421996	2.529296875
1.423996	2.4853515625
1.425996	2.4560546875
1.428	2.412109375
1.43	2.40234375
1.432	2.3779296875
1.434	2.3583984375
1.436	2.3388671875
1.438	2.32421875
1.44	2.3046875
1.442	2.2802734375
1.444	2.265625
1.446	2.255859375
1.448	2.2509765625
1.45	2.255859375
1.452	2.255859375
1.454	2.265625
1.456	2.2802734375
1.458	2.2998046875
1.46	2.3193359375
1.461996	2.34375
1.463996	2.36328125
1.465996	2.392578125
1.467996	2.421875
1.47	2.4560546875
1.472	2.4853515625
1.474	2.51953125
1.476	2.548828125
1.478	2.59765625
1.48	2.626953125
1.482	2.65625
1.484	2.7001953125
1.486	2.734375
1.488	2.79296875
1.49	2.8662109375
1.492	2.900390625
1.494	2.958984375
1.496	3.0126953125
1.498	3.046875
1.5	3.076171875
1.502	3.115234375
1.504	3.1494140625
1.505996	3.193359375
1.507996	3.2373046875
1.509996	3.2763671875
1.511996	3.3154296875
1.514	3.3544921875
1.516	3.37890625
1.518	3.41796875
1.52	3.45703125
1.522	3.4814453125
1.524	3.5107421875
1.526	3.5400390625
1.528	3.5595703125
1.53	3.5986328125
1.532	3.61328125
1.534	3.6376953125
1.536	3.6328125
1.538	3.6279296875
1.54	3.642578125
1.542	3.6474609375
1.544	3.6376953125
1.546	3.6328125
1.547996	3.6376953125
1.549996	3.623046875
1.551996	3.6181640625
1.553996	3.5986328125
1.556	3.5888671875
1.558	3.5791015625
1.56	3.525390625
1.562	3.486328125
1.564	3.4619140625
1.566	3.4130859375
1.568	3.3837890625
1.57	3.3642578125
1.572	3.3447265625
1.574	3.3154296875
1.576	3.2763671875
1.578	3.2421875
1.58	3.2177734375
1.582	3.1689453125
1.584	3.115234375
1.586	3.06640625
1.588	3.0322265625
1.589996	2.998046875
1.591996	2.939453125
1.593996	2.8955078125
1.595996	2.861328125
1.598	2.8173828125
1.6	2.763671875
1.602	2.724609375
1.604	2.6806640625
1.606	2.6513671875
1.608	2.626953125
1.61	2.587890625
1.612	2.5634765625
1.614	2.5390625
1.616	2.509765625
1.618	2.48046875
1.62	2.4560546875
1.622	2.421875
1.624	2.3974609375
1.626	2.3779296875
1.628	2.353515625
1.63	2.3388671875
1.632	2.3388671875
1.633996	2.3388671875
1.635996	2.34375
1.637996	2.3486328125
1.639996	2.353515625
1.642	2.36328125
1.644	2.373046875
1.646	2.3828125
1.648	2.392578125
1.65	2.4072265625
1.652	2.4267578125
1.654	2.4560546875
1.656	2.4755859375
1.658	2.4951171875
1.66	2.5244140625
1.662	2.55859375
1.664	2.5927734375
1.666	2.6318359375
1.668	2.6611328125
1.67	2.705078125
1.672	2.7490234375
1.674	2.7978515625
1.675996	2.8271484375
1.677996	2.861328125
1.679996	2.9052734375
1.681996	2.9443359375
1.684	2.978515625
1.686	3.0029296875
1.688	3.0517578125
1.69	3.1005859375
1.692	3.1298828125
1.694	3.1787109375
1.696	3.2275390625
1.698	3.2568359375
1.7	3.2958984375
1.702	3.3203125
1.704	3.3349609375
1.706	3.359375
1.708	3.3837890625
1.71	3.408203125
1.712	3.4326171875
1.714	3.45703125
1.716	3.4814453125
1.717996	3.49609375
1.719996	3.505859375
1.721996	3.5107421875
1.723996	3.5302734375
1.726	3.53515625
1.728	3.5595703125
1.73	3.57421875
1.732	3.5791015625
1.734	3.5791015625
1.736	3.57421875
1.738	3.544921875
1.74	3.5302734375
1.742	3.505859375
1.744	3.4716796875
1.746	3.447265625
1.748	3.427734375
1.75	3.427734375
1.752	3.3935546875
1.754	3.37890625
1.756	3.3642578125
1.758	3.33984375
1.76	3.3154296875
1.761996	3.2861328125
1.763996	3.251953125
1.765996	3.2177734375
1.767996	3.18359375
1.77	3.125
1.772	3.0859375
1.774	3.06640625
1.776	3.017578125
1.778	2.978515625
1.78	2.939453125
1.782	2.900390625
1.784	2.861328125
1.786	2.83203125
1.788	2.79296875
1.79	2.75390625
1.792	2.7294921875
1.794	2.7001953125
1.796	2.666015625
1.798	2.6318359375
1.8	2.607421875
1.802	2.578125
1.803996	2.5341796875
1.805996	2.509765625
1.807996	2.4951171875
1.809996	2.4755859375
1.812	2.4658203125
1.814	2.4609375
1.816	2.451171875
1.818	2.44140625
1.82	2.431640625
1.822	2.421875
1.824	2.412109375
1.826	2.4169921875
1.828	2.4072265625
1.83	2.412109375
1.832	2.421875
1.834	2.44140625
1.836	2.451171875
1.838	2.4755859375
1.84	2.490234375
1.842	2.5146484375
1.844	2.529296875
1.845996	2.55859375
1.847996	2.587890625
1.849996	2.6318359375
1.851996	2.6513671875
1.854	2.67578125
1.856	2.7099609375
1.858	2.7392578125
1.86	2.7685546875
1.862	2.7978515625
1.864	2.83203125
1.866	2.8662109375
1.868	2.91015625
1.87	2.939453125
1.872	2.9833984375
1.874	3.0322265625
1.876	3.06640625
1.878	3.1005859375
1.88	3.14453125
1.882	3.1787109375
1.884	3.203125
1.886	3.2275390625
1.888	3.251953125
1.889996	3.28125
1.891996	3.310546875
1.893996	3.3349609375
1.895996	3.3642578125
1.898	3.3740234375
1.9	3.3984375
1.902	3.4130859375
1.904	3.4326171875
1.906	3.447265625
1.908	3.45703125
1.91	3.4765625
1.912	3.486328125
1.914	3.486328125
1.916	3.49609375
1.918	3.49609375
1.92	3.4814453125
1.922	3.4716796875
1.924	3.4619140625
1.926	3.4619140625
1.928	3.4423828125
1.93	3.4375
1.931996	3.4326171875
1.933996	3.41796875
1.935996	3.4130859375
1.937996	3.3935546875
1.94	3.3642578125
1.942	3.3447265625
1.944	3.3203125
1.946	3.3056640625
1.948	3.2568359375
1.95	3.2373046875
1.952	3.2080078125
1.954	3.1689453125
1.956	3.1494140625
1.958	3.115234375
1.96	3.0859375
1.962	3.0517578125
1.964	3.0224609375
1.966	2.98828125
1.968	2.94921875
1.97	2.91015625
1.972	2.8759765625
1.973996	2.8466796875
1.975996	2.8173828125
1.977996	2.7783203125
1.979996	2.744140625
1.982	2.7001953125
1.984	2.6708984375
1.986	2.646484375
1.988	2.6318359375
1.99	2.6123046875
1.992	2.5927734375
1.994	2.5732421875
1.996	2.568359375
1.998	2.5439453125
2.0	2.5244140625
2.002	2.5048828125
2.004	2.4853515625
2.006	2.4853515625
2.008	2.470703125
2.01	2.470703125
2.012	2.470703125
2.014	2.4755859375
2.016	2.48046875
2.017996	2.4755859375
2.019996	2.4951171875
2.021996	2.5048828125
2.023996	2.51953125
2.026	2.5341796875
2.028	2.5439453125
2.03	2.568359375
2.032	2.5927734375
2.034	2.6123046875
2.036	2.63671875
2.038	2.65625
2.04	2.666015625
2.042	2.6953125
2.044	2.724609375
2.046	2.75390625
2.048	2.7880859375
2.05	2.8271484375
2.052	2.8515625
2.054	2.900390625
2.056	2.9443359375
2.058	2.9736328125
2.059996	3.0029296875
2.061996	3.0322265625
2.063996	3.056640625
2.065996	3.0810546875
2.068	3.10546875
2.07	3.1396484375
2.072	3.1689453125
2.074	3.2080078125
2.076	3.251953125
2.078	3.271484375
2.08	3.2958984375
2.082	3.3154296875
2.084	3.3154296875
2.086	3.3349609375
2.088	3.349609375
2.09	3.3740234375
2.092	3.388671875
2.094	3.4033203125
2.096	3.408203125
2.098	3.4228515625
2.1	3.4375
2.101996	3.4228515625
2.103996	3.4228515625
2.105996	3.427734375
2.107996	3.4375
2.11	3.4375
2.112	3.4375
2.114	3.4326171875
2.116	3.427734375
2.118	3.408203125
2.12	3.3935546875
2.122	3.37890625
2.124	3.3544921875
2.126	3.3447265625
2.128	3.3251953125
2.13	3.3056640625
2.132	3.2763671875
2.134	3.2666015625
2.136	3.2470703125
2.138	3.2275390625
2.14	3.203125
2.142	3.173828125
2.144	3.1298828125
2.145996	3.0908203125
2.147996	3.0712890625
2.149996	3.037109375
2.151996	3.0078125
2.154	2.9638671875
2.156	2.9443359375
2.158	2.919921875
2.16	2.8759765625
2.162	2.8466796875
2.164	2.8173828125
2.166	2.783203125
2.168	2.75390625
2.17	2.7294921875
2.172	2.71484375
2.174	2.6904296875
2.176	2.6708984375
2.178	2.6513671875
2.18	2.6318359375
2.182	2.607421875
2.184	2.5830078125
2.186	2.55859375
2.187996	2.548828125
2.189996	2.5390625
2.191996	2.529296875
2.193996	2.5244140625
2.196	2.529296875
2.198	2.529296875
2.2	2.5244140625
2.202	2.5244140625
2.204	2.5244140625
2.206	2.5341796875
2.208	2.5439453125
2.21	2.55859375
2.212	2.5634765625
2.214	2.5732421875
2.216	2.5927734375
2.218	2.6123046875
2.22	2.626953125
2.222	2.6416015625
2.224	2.65625
2.226	2.6806640625
2.228	2.705078125
2.229996	2.7294921875
2.231996	2.763671875
2.233996	2.7978515625
2.235996	2.822265625
2.238	2.8515625
2.24	2.8759765625
2.242	2.900390625
2.244	2.919921875
2.246	2.9541015625
2.248	2.978515625
2.25	3.0078125
2.252	3.0517578125
2.254	3.076171875
2.256	3.115234375
2.258	3.134765625
2.26	3.173828125
2.262	3.1982421875
2.264	3.2275390625
2.266	3.2373046875
2.268	3.2568359375
2.27	3.28125
2.272	3.310546875
2.273996	3.330078125
2.275996	3.33984375
2.277996	3.359375
2.279996	3.359375
2.282	3.369140625
2.284	3.3740234375
2.286	3.3740234375
2.288	3.3837890625
2.29	3.3984375
2.292	3.4033203125
2.294	3.408203125
2.296	3.408203125
2.298	3.3984375
2.3	3.388671875
2.302	3.369140625
2.304	3.369140625
2.306	3.3642578125
2.308	3.349609375
2.31	3.33984375
2.312	3.330078125
2.314	3.3251953125
2.315996	3.3154296875
2.317996	3.2958984375
2.319996	3.2763671875
2.321996	3.2421875
2.324	3.22265625
2.326	3.1982421875
2.328	3.1640625
2.33	3.1298828125
2.332	3.1103515625
2.334	3.0810546875
2.336	3.0712890625
2.338	3.0322265625
2.34	3.0029296875
2.342	2.96875
2.344	2.939453125
2.346	2.9052734375
2.348	2.8759765625
2.35	2.861328125
2.352	2.8369140625
2.354	2.8173828125
2.356	2.783203125
2.357996	2.7587890625
2.359996	2.7294921875
2.361996	2.7099609375
2.363996	2.67578125
2.366	2.6513671875
2.368	2.6416015625
2.37	2.6318359375
2.372	2.6171875
2.374	2.6123046875
2.376	2.6025390625
2.378	2.5927734375
2.38	2.578125
2.382	2.5732421875
2.384	2.568359375
2.386	2.5634765625
2.388	2.55859375
2.39	2.55859375
2.392	2.55859375
2.394	2.568359375
2.396	2.578125
2.398	2.5927734375
2.4	2.6025390625
2.401996	2.6123046875
2.403996	2.6318359375
2.405996	2.6416015625
2.407996	2.65625
2.41	2.67578125
2.412	2.7001953125
2.414	2.7197265625
2.416	2.744140625
2.418	2.7587890625
2.42	2.783203125
2.422	2.7978515625
2.424	2.8271484375
2.426	2.8515625
2.428	2.8759765625
2.43	2.91015625
2.432	2.939453125
2.434	2.9736328125
2.436	3.0029296875
2.438	3.037109375
2.44	3.056640625
2.442	3.0810546875
2.443996	3.095703125
2.445996	3.115234375
2.447996	3.1396484375
2.449996	3.1640625
2.452	3.1982421875
2.454	3.2177734375
2.456	3.2470703125
2.458	3.271484375
2.46	3.2763671875
2.462	3.30078125
2.464	3.3056640625
2.466	3.3154296875
2.468	3.330078125
2.47	3.3447265625
2.472	3.3544921875
2.474	3.359375
2.476	3.3642578125
2.478	3.3642578125
2.48	3.3740234375
2.482	3.3642578125
2.484	3.3544921875
2.485996	3.3642578125
2.487996	3.349609375
2.489996	3.349609375
2.491996	3.3447265625
2.494	3.3349609375
2.496	3.3349609375
2.498	3.330078125
2.5	3.3203125
2.502	3.30078125
2.504	3.2666015625
2.506	3.2470703125
2.508	3.232421875
2.51	3.212890625
2.512	3.193359375
2.514	3.1640625
2.516	3.1494140625
2.518	3.1201171875
2.52	3.1005859375
2.522	3.076171875
2.524	3.046875
2.526	3.0224609375
2.528	2.998046875
2.529996	2.96875
2.531996	2.94921875
2.533996	2.919921875
2.535996	2.900390625
2.538	2.8662109375
2.54	2.841796875
2.542	2.8125
2.544	2.783203125
2.546	2.7587890625
2.548	2.7392578125
2.55	2.7197265625
2.552	2.7099609375
2.554	2.6904296875
2.556	2.685546875
2.558	2.6708984375
2.56	2.6513671875
2.562	2.6416015625
2.564	2.626953125
2.566	2.6123046875
2.568	2.6025390625
2.57	2.59765625
2.571996	2.59765625
2.573996	2.5927734375
2.575996	2.59765625
2.577996	2.607421875
2.58	2.607421875
2.582	2.6123046875
2.584	2.6171875
2.586	2.6220703125
